업종,업종코드,공장규모,용도지역,생산품,대기오염,수질오염,소음/진동여부,생활용수(톤/일),산업용수(톤/일),lon,lat
"방송장비 제조업,기타 주변기기 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업,기타 음향기기 제조업,산업처리공정 제어장비 제조업",2.64E+29,소기업,도시지역,CCTV SYSTEM MODEM,해당없음,해당없음,무,0,0,126.939437,37.387732
"물질 검사, 측정 및 분석기구 제조업,액체 여과기 제조업",2721329175,중기업,도시지역,"GC, HPLC, GC-MS, LC-MS",해당없음,해당없음,무,0,0,126.941667,37.384994
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,자동제어판넬,해당없음,해당없음,무,0,0,126.96757,37.401515
공기 조화장치 제조업,29172,소기업,도시지역,"가스냉,난방기",해당없음,해당없음,무,0,0,126.96757,37.401515
"유선 통신장비 제조업,기타 무선 통신장비 제조업,전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2.64E+19,소기업,도시지역,서지보호기,해당없음,해당없음,무,0,0,126.935411,37.390597
그 외 기타 분류 안된 섬유제품 제조업,13999,소기업,도시지역,가정용 섬유제품,해당없음,해당없음,무,0,0,126.972281,37.397285
"유선 통신장비 제조업,기타 무선 통신장비 제조업,비디오 및 기타 영상기기 제조업",2.64E+14,소기업,도시지역,네비게이션부품 외,해당없음,해당없음,무,0,0,126.937342,37.388956
"기타 인쇄업,오프셋 인쇄업",1811918113,소기업,도시지역,인쇄,해당없음,해당없음,무,0,0,126.930233,37.387793
"축전지 제조업,전자감지장치 제조업,그 외 기타 전자부품 제조업",2.82E+14,중기업,도시지역,전기이중층캐패시터,해당없음,해당없음,무,0,0,126.914002,37.410712
"기타 전기 변환장치 제조업,에너지 저장장치 제조업,공기 조화장치 제조업",2.81E+14,소기업,도시지역,"발전기, 항온항습기",해당없음,해당없음,무,,,126.939426,37.387705
정형외과용 및 신체보정용 기기 제조업,27192,소기업,도시지역,의료용기기,해당없음,해당없음,무,0,0,126.920845,37.399863
방송장비 제조업,26421,소기업,도시지역,가상영상합성 시스템,해당없음,해당없음,무,0,0,126.936041,37.389963
"일반용 전기 조명장치 제조업,유선 통신장비 제조업,레이더, 항행용 무선기기 및 측량기구 제조업,에너지 저장장치 제조업,기타 전기 변환장치 제조업,배전반 및 전기 자동제어반 제조업,절연 코드세트 및 기타 도체 제조업",2.84E+34,소기업,도시지역,"LED조명장치, SMPS 통신보드 외",해당없음,해당없음,무,0,0,126.927508,37.390426
"일반용 전기 조명장치 제조업,전시 및 광고용 조명장치 제조업",2842228423,소기업,도시지역,"LED가로등, 보안등 외",해당없음,해당없음,무,0,0,126.938907,37.388529
주형 및 금형 제조업,29294,소기업,도시지역,"금형, 기계부품",해당없음,해당없음,무,0,0,126.938711,37.388761
"육상 금속 골조 구조재 제조업,수상 금속 골조 구조재 제조업",2511325114,소기업,도시지역,철 구조물,해당없음,해당없음,무,0,0,126.936323,37.385154
교통 신호장치 제조업,28903,소기업,도시지역,"영상검지카메라, AVR, CCB",해당없음,해당없음,무,0,0,126.931767,37.387122
"간판 및 광고물 제조업,경 인쇄업,오프셋 인쇄업",3.39E+14,소기업,도시지역,"안전표지판, 위험물보관함, 현수막",해당없음,해당없음,무,0,0,126.937765,37.382968
"기타 표시장치 제조업,유기발광 표시장치 제조업,주형 및 금형 제조업",2.62E+14,소기업,도시지역,전자부품(몰드프레임),해당없음,해당없음,무,,,126.936108,37.388369
스크린 인쇄업,18112,소기업,도시지역,스크린인쇄,해당없음,해당없음,무,,,126.916333,37.408868
빵류 제조업,10712,소기업,도시지역,"미니커핀, 케익 등",해당없음,해당없음,무,,,126.936612,37.388689
전자부품 실장기판 제조업,26224,소기업,도시지역,PCB ASSEMBLY,해당없음,해당없음,무,,,126.937318,37.38264
"유선 통신장비 제조업,기타 무선 통신장비 제조업",2641026429,소기업,도시지역,"RACK, P에, FAN, HPA, GPS",해당없음,해당없음,무,,,126.935171,37.382008
"기타 전기 변환장치 제조업,에너지 저장장치 제조업",2811928114,소기업,도시지역,전원공급기,해당없음,해당없음,무,,,126.936389,37.386118
액체 여과기 제조업,29175,소기업,도시지역,상하수도 처리설비,해당없음,해당없음,무,,,126.936041,37.389963
"유선 통신장비 제조업,기타 무선 통신장비 제조업",2641026429,소기업,도시지역,광 다중화장치,해당없음,해당없음,무,,,126.939159,37.389847
"침구 및 관련제품 제조업,자수제품 및 자수용재료 제조업,커튼 및 유사제품 제조업,천막, 텐트 및 유사 제품 제조업,직물포대 제조업,기타 직물제품 제조업,세폭직물 제조업,그 외 기타 분류 안된 섬유제품 제조업,남자용 겉옷 제조업,여자용 겉옷 제조업,속옷 및 잠옷 제조업,한복 제조업,셔츠 및 블라우스 제조업,근무복, 작업복 및 유사의복 제조업,가죽의복 제조업,유아용 의복 제조업,그 외 기타 봉제의복 제조업,편조의복 제조업,스타킹 및 기타 양말 제조업,기타 편조의복 액세서리 제조업,모자 제조업,그 외 기타 의복액세서리 제조업,핸드백 및 지갑 제조업,가방 및 기타 보호용 케이스 제조업,기타 가죽제품 제조업",1.32E+124,소기업,도시지역,"근무복,작업복 및 유사의복 제조업 등",해당없음,해당없음,무,,,126.923462,37.394598
"전자부품 실장기판 제조업,무인 항공기 및 무인 비행장치 제조업",2622431312,소기업,도시지역,"전자회로기판, 무인항공기",해당없음,해당없음,무,,,126.937312,37.386325
주형 및 금형 제조업,29294,소기업,도시지역,"CORE PLATE, 정밀부품, 금형강",해당없음,해당없음,무,0.3,,126.93602,37.389053
"일반용 전기 조명장치 제조업,전구 및 램프 제조업",2842228410,소기업,도시지역,"LED램프, 터널내 추돌위험방지경고시스템",해당없음,해당없음,무,,,126.937623,37.379444
안경 및 안경렌즈 제조업,27193,소기업,도시지역,콘택즈렌즈,해당없음,해당없음,무,,,126.938271,37.38873
사무용 기계 및 장비 제조업,29180,소기업,도시지역,사무용 기계,해당없음,해당없음,무,,,126.939437,37.387732
침구 및 관련제품 제조업,13221,소기업,도시지역,"어싱매트리스, 침구류",해당없음,해당없음,무,,,126.940409,37.386857
"일반용 전기 조명장치 제조업,전구 및 램프 제조업,전시 및 광고용 조명장치 제조업",2.84E+14,소기업,도시지역,"유도등, 자동화재탐지설비",해당없음,해당없음,무,,,126.939437,37.387732
기타 무선 통신장비 제조업,26429,소기업,도시지역,"포트웨어,스마트유린미터",해당없음,해당없음,무,,,126.908182,37.396917
"기타 전기 변환장치 제조업,에너지 저장장치 제조업",2811928114,소기업,도시지역,전원분배기,해당없음,해당없음,무,0,0,126.972984,37.391272
방송장비 제조업,26421,소기업,도시지역,디지털마이크로웨이브시스템,해당없음,해당없음,무,0,0,126.972984,37.391272
주형 및 금형 제조업,29294,소기업,도시지역,금형부품,해당없음,해당없음,무,0,0,126.971278,37.393014
"기타 무선 통신장비 제조업,메모리용 전자집적회로 제조업,비메모리용 및 기타 전자집적회로 제조업,전자감지장치 제조업,그 외 기타 전자부품 제조업,레이더, 항행용 무선기기 및 측량기구 제조업,에너지 저장장치 제조업,기타 전기 변환장치 제조업,배전반 및 전기 자동제어반 제조업,유인 항공기, 항공우주선 및 보조장치 제조업,무인 항공기 및 무인 비행장치 제조업,항공기용 부품 제조업",2.64E+59,소기업,도시지역,무선통신부품,해당없음,해당없음,무,0,0,126.970411,37.40026
"금속 문, 창, 셔터 및 관련제품 제조업",25111,소기업,도시지역,"방화문,철문",해당없음,해당없음,무,0,0,126.949116,37.371455
"경 인쇄업,오프셋 인쇄업",1811118113,소기업,도시지역,경인쇄,해당없음,해당없음,무,0,0,126.967001,37.404294
"배전반 및 전기 자동제어반 제조업,기기용 자동측정 및 제어장치 제조업",2812327215,중기업,도시지역,"RTU데이터로거,모니터링시스템",해당없음,해당없음,무,0,0,126.972984,37.391272
그 외 기타 분류 안된 섬유제품 제조업,13999,소기업,도시지역,스포츠타올,해당없음,해당없음,무,0,0,126.947209,37.387531
"전구 및 램프 제조업,일반용 전기 조명장치 제조업,전기경보 및 신호장치 제조업",2.84E+14,소기업,도시지역,항공등화기구,해당없음,해당없음,무,0,0,126.961394,37.400568
"전기경보 및 신호장치 제조업,기기용 자동측정 및 제어장치 제조업",2890127215,소기업,도시지역,전자경보제어장치,해당없음,해당없음,무,0,0,126.948243,37.370951
"공기 조화장치 제조업,기체 여과기 제조업",2917229174,소기업,도시지역,"크린장비(휀,휠터)",해당없음,해당없음,무,0,0,126.970411,37.40026
커튼 및 유사제품 제조업,13223,소기업,도시지역,"커튼, 버티칼",해당없음,해당없음,무,,,126.973663,37.387917
"경 인쇄업,오프셋 인쇄업",1811118113,소기업,도시지역,인쇄물,해당없음,해당없음,무,,,126.964342,37.403811
"철도차량 부품 및 관련 장치물 제조업,전자기 측정, 시험 및 분석기구 제조업",3120227212,소기업,도시지역,"레벨링밸브시험기,차압변시험기 등",해당없음,해당없음,무,,,126.953098,37.370066
화장품 제조업,20423,소기업,도시지역,"샴프, 비누 등",해당없음,해당없음,무,,,126.97043,37.398016
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,디지털도어락 콘트롤보드,해당없음,해당없음,무,,,126.973316,37.396735
"정형외과용 및 신체보정용 기기 제조업,기타 광학기기 제조업",2719227309,소기업,도시지역,만원경,해당없음,해당없음,무,,,126.969938,37.396841
화장품 제조업,20423,중기업,도시지역,"화장품,화장품원료",해당없음,해당없음,무,,,126.950892,37.370389
기체 펌프 및 압축기 제조업,29132,소기업,도시지역,진공펌프,해당없음,해당없음,무,,,126.968084,37.398654
"축전지 제조업,에너지 저장장치 제조업,기타 전기 변환장치 제조업",2.82E+14,소기업,도시지역,배터리보호회로 등,해당없음,해당없음,무,,,126.969176,37.401375
"유선 통신장비 제조업,방송장비 제조업,이동전화기 제조업,기타 무선 통신장비 제조업",2.64E+19,중기업,도시지역,광전송장비,해당없음,해당없음,무,,,126.96949,37.396585
그 외 기타 의료용 기기 제조업,27199,소기업,도시지역,혈당측정기,해당없음,해당없음,무,,,126.970411,37.40026
일반철물 제조업,25932,소기업,도시지역,PVC창호용 Auto Lock 핸들,해당없음,해당없음,무,,,126.942553,37.389391
편조의복 제조업,14300,소기업,도시지역,니트,해당없음,해당없음,무,,,126.965044,37.384778
주형 및 금형 제조업,29294,소기업,도시지역,플라스틱금형,해당없음,해당없음,무,,,126.969938,37.396841
그 외 기타 전기장비 제조업,28909,소기업,도시지역,인두기,해당없음,해당없음,무,,,126.953098,37.370066
"곡물 제분업,기타 곡물 가공품 제조업,천연 및 혼합조제 조미료 제조업,두부 및 유사식품 제조업,기타 비알코올 음료 제조업,음ㆍ식료품 및 담배 가공기계 제조업",1.06E+29,소기업,도시지역,"분말류, 부부류, 두유류",해당없음,해당없음,무,,,126.941745,37.387419
기기용 자동측정 및 제어장치 제조업,27215,소기업,도시지역,"음향, 영상기기",해당없음,해당없음,무,,,126.966774,37.401886
비디오 및 기타 영상기기 제조업,26519,소기업,도시지역,"빔터치스크린, 전자칠판",해당없음,해당없음,무,,,126.972984,37.391272
액정 표시장치 제조업,26211,소기업,도시지역,"LCD, LED 디스플레이 검사기 및 설비",해당없음,해당없음,무,,,126.948243,37.370951
"기타 전기 변환장치 제조업,기기용 자동측정 및 제어장치 제조업,에너지 저장장치 제조업",2.81E+14,소기업,도시지역,"UPS, AVR, 정류기",해당없음,해당없음,무,,,126.942396,37.386947
일반용 전기 조명장치 제조업,28422,소기업,도시지역,LED조명,해당없음,해당없음,무,,,126.942553,37.389391
"전자부품 실장기판 제조업,비디오 및 기타 영상기기 제조업",2622426519,소기업,도시지역,전자기기 임가공,해당없음,해당없음,무,,,126.969136,37.398483
여자용 겉옷 제조업,14112,소기업,도시지역,여성용 정장,해당없음,해당없음,무,,,126.965912,37.406285
방송장비 제조업,26421,중기업,도시지역,전력증폭기 및 RF부품,해당없음,해당없음,무,75,,126.966199,37.401016
"비디오 및 기타 영상기기 제조업,일반철물 제조업,피복 및 충전 용접봉 제조업,그 외 기타 분류 안된 금속 가공 제품 제조업,기타 주변기기 제조업,유선 통신장비 제조업,방송장비 제조업,기타 무선 통신장비 제조업,라디오, 녹음 및 재생 기기 제조업,기타 음향기기 제조업,에너지 저장장치 제조업,기타 전기 변환장치 제조업,전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업,절연 코드세트 및 기타 도체 제조업,전기경보 및 신호장치 제조업,기타 목재가구 제조업",2.65E+84,중기업,도시지역,음향 및 영상장치,해당없음,해당없음,무,4.5,,126.970177,37.398339
전동기 및 발전기 제조업,28111,소기업,도시지역,전동기 및 소형풍력발전기,해당없음,해당없음,무,,,126.969176,37.401375
"기타 조명장치 제조업,분사기 및 소화기 제조업",2842929193,소기업,도시지역,"경광등, 소화기",해당없음,해당없음,무,,,126.948187,37.370104
"방송장비 제조업,기록매체 복제업,전자감지장치 제조업,그 외 기타 전자부품 제조업,컴퓨터 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업,비디오 및 기타 영상기기 제조업,라디오, 녹음 및 재생 기기 제조업,기타 음향기기 제조업,배전반 및 전기 자동제어반 제조업,일반용 전기 조명장치 제조업,전시 및 광고용 조명장치 제조업,기타 조명장치 제조업,전기경보 및 신호장치 제조업,교통 신호장치 제조업",2.64E+79,중기업,도시지역,"CCTV카메라, 영상감시장치, 주차관제장치 등",해당없음,해당없음,무,,,126.942553,37.389391
분말 야금제품 제조업,25911,소기업,도시지역,도전성 분말야금,해당없음,5종,무,,,126.966774,37.401886
"정형외과용 및 신체보정용 기기 제조업,그 외 기타 의료용 기기 제조업,기타 광학기기 제조업",2.72E+14,중기업,도시지역,"디지털리플렉터, 렌즈가공기, 검안기기, 렌즈미터",해당없음,해당없음,무,0.5,,126.966035,37.398951
"방송장비 제조업,유선 통신장비 제조업,전시 및 광고용 조명장치 제조업",2.64E+14,소기업,도시지역,"영상감시장치, 보안용카메라",해당없음,해당없음,무,,,126.969136,37.398483
"배전반 및 전기 자동제어반 제조업,기타 전기 변환장치 제조업",2812328119,소기업,도시지역,배전반 및 전기자동제어반,해당없음,해당없음,무,,,126.969176,37.401375
"경 인쇄업,제책업",1811118122,소기업,도시지역,기타 인쇄물 등,해당없음,해당없음,무,,,126.969136,37.398483
일반용 전기 조명장치 제조업,28422,소기업,도시지역,LED 조명기기,해당없음,해당없음,무,,,126.971652,37.391287
기어 및 동력전달장치 제조업,29142,소기업,도시지역,"플라스틱 감속기, 컨트롤러",해당없음,해당없음,무,,,126.963143,37.398205
"빵류 제조업,과자류 및 코코아 제품 제조업",1071210713,소기업,도시지역,"빵,초콜릿 등",해당없음,해당없음,무,,,126.948187,37.370104
"간판 및 광고물 제조업,경 인쇄업,기타 인쇄업",3.39E+14,소기업,도시지역,"옥내,외 광고물 등",해당없음,해당없음,무,,,126.971652,37.391287
"치약, 비누 및 기타 세제 제조업",20422,소기업,도시지역,천연샴푸바,해당없음,해당없음,무,,,126.971652,37.391287
주형 및 금형 제조업,29294,소기업,도시지역,"금형, 기계부품",해당없음,해당없음,무,,,126.948786,37.374065
컴퓨터 제조업,26310,소기업,도시지역,"서버,스토리지",해당없음,해당없음,무,,,126.966774,37.401886
축전지 제조업,28202,소기업,도시지역,축전지제조업,해당없음,해당없음,무,,,126.96757,37.401515
비디오 및 기타 영상기기 제조업,26519,소기업,도시지역,"디지털영상 솔루션, 영상장비",해당없음,해당없음,무,,,126.972984,37.391272
컴퓨터 제조업,26310,소기업,도시지역,제어장치(컴퓨터),해당없음,해당없음,무,,,126.969176,37.401375
"천막, 텐트 및 유사 제품 제조업,침구 및 관련제품 제조업,기타 직물제품 제조업,그 외 기타 봉제의복 제조업,가방 및 기타 보호용 케이스 제조업",1.32E+24,소기업,도시지역,봉제품,해당없음,해당없음,무,,,126.971652,37.391287
그 외 기타 플라스틱 제품 제조업,22299,소기업,도시지역,차량용 방향제,해당없음,해당없음,무,,,126.96757,37.401515
"반도체 제조용 기계 제조업,그 외 기타 전기장비 제조업",2927128909,소기업,도시지역,반도체 장비 및 기타 전기 장비,해당없음,해당없음,무,6,,126.966367,37.400324
"축전지 제조업,에너지 저장장치 제조업,전기회로 접속장치 제조업",2.82E+14,소기업,도시지역,배터리팩,해당없음,해당없음,무,,,126.972984,37.391272
주형 및 금형 제조업,29294,소기업,도시지역,"가전 s/w, 자동차 s/w",해당없음,해당없음,무,0.9,,126.967531,37.396955
두부 및 유사식품 제조업,10794,소기업,도시지역,두부,해당없음,해당없음,유,5,70,126.978363,37.391868
빵류 제조업,10712,중기업,도시지역,빵외2종,5종,4종,유,32,0,126.93726,37.387613
인형 및 장난감 제조업,33401,소기업,도시지역,어린이승용물,해당없음,해당없음,무,0,0,126.961643,37.399706
"유선 통신장비 제조업,기타 무선 통신장비 제조업,교통 신호장치 제조업",2.64E+14,소기업,도시지역,유무선통신기기,해당없음,해당없음,무,0,0,126.936041,37.389963
"플라스틱 포대, 봉투 및 유사제품 제조업",22231,소기업,도시지역,"천공필름,공조용노즐",해당없음,해당없음,무,10,0,126.922554,37.387822
"자동차 엔진용 신품 부품 제조업,기타 음향기기 제조업,자동차 재제조 부품 제조업",3.03E+14,소기업,도시지역,자동차부품 및 전자부품,5종,해당없음,유,0,0,126.945062,37.385259
주방용 전기기기 제조업,28511,소기업,도시지역,전기밥솥용히터,해당없음,해당없음,무,0,0,126.970411,37.40026
"기타 가정용 전기기기 제조업,방전램프용 안정기 제조업,에너지 저장장치 제조업,기타 전기 변환장치 제조업",2.85E+19,소기업,도시지역,전력변환장치,해당없음,해당없음,무,0,0,126.913658,37.402473
산업처리공정 제어장비 제조업,27216,소기업,도시지역,양액재배제어장치,해당없음,해당없음,무,0,0,126.970411,37.40026
"전자기 측정, 시험 및 분석기구 제조업,기타 음향기기 제조업",2721226529,소기업,도시지역,테스터기,해당없음,해당없음,무,0,0,126.971023,37.397616
"전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2812128122,소기업,도시지역,전자부품,해당없음,해당없음,유,0,0,126.97043,37.398016
"그 외 기타 일반목적용 기계 제조업,그 외 기타 전기장비 제조업,액체 여과기 제조업,증류기, 열교환기 및 가스발생기 제조업,농업 및 임업용 기계 제조업",2.92E+24,소기업,도시지역,분체계량투입장치,해당없음,해당없음,무,0,0,126.970411,37.40026
"전자 응용 절삭기계 제조업,전자기 측정, 시험 및 분석기구 제조업,증류기, 열교환기 및 가스발생기 제조업,그 외 기타 일반목적용 기계 제조업",2.92E+19,소기업,도시지역,"산업용레이저기기,광모듈장비",해당없음,해당없음,유,0,0,126.944828,37.388267
"액체 펌프 제조업,물질 검사, 측정 및 분석기구 제조업,산업처리공정 제어장비 제조업,그 외 기타 전기장비 제조업,액체 여과기 제조업",2.91E+24,소기업,도시지역,"펌프,수질계측기",해당없음,해당없음,무,0,0,126.970959,37.398183
기체 여과기 제조업,29174,소기업,도시지역,전기집진기,해당없음,해당없음,무,0,0,126.936041,37.389963
"주방용 전기기기 제조업,산업용 냉장 및 냉동 장비 제조업",2851129171,중기업,도시지역,냉온수기,해당없음,해당없음,무,0,0,126.947039,37.38434
완제 의약품 제조업,21210,중기업,도시지역,양약,해당없음,해당없음,유,0,32,126.937923,37.383799
"그 외 자동차용 신품 부품 제조업,자동차용 신품 조향장치 및 현가 장치 제조업,자동차용 신품 제동장치 제조업,자동차 재제조 부품 제조업",3.04E+19,소기업,도시지역,자동차차체,해당없음,해당없음,유,0,0,126.94313,37.387711
"유선 통신장비 제조업,기타 무선 통신장비 제조업",2641026429,소기업,도시지역,"PCM중계기,휴대폰충전기",해당없음,해당없음,무,0,3,126.938185,37.385225
전시용 모형 제조업,33932,소기업,도시지역,지구본,해당없음,해당없음,무,0,0,126.971023,37.397616
"방송장비 제조업,전자부품 실장기판 제조업,전자감지장치 제조업,그 외 기타 전자부품 제조업,기타 무선 통신장비 제조업,속도계 및 적산계기 제조업,기기용 자동측정 및 제어장치 제조업,변압기 제조업,방전램프용 안정기 제조업,에너지 저장장치 제조업,기타 전기 변환장치 제조업,배전반 및 전기 자동제어반 제조업,운송장비용 조명장치 제조업,일반용 전기 조명장치 제조업,전시 및 광고용 조명장치 제조업,기타 조명장치 제조업,전기경보 및 신호장치 제조업,교통 신호장치 제조업,사무용 기계 및 장비 제조업,그 외 기타 일반목적용 기계 제조업,철도차량 부품 및 관련 장치물 제조업",2.64E+104,소기업,도시지역,"신호등, LED조명기기, 철도차량부품 외 등",해당없음,해당없음,무,0,0,126.934676,37.390617
"배전반 및 전기 자동제어반 제조업,전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2.81E+14,소기업,도시지역,"디지털보호계전기,자동제어장치",해당없음,해당없음,무,0,0,126.939426,37.387705
유선 통신장비 제조업,26410,소기업,도시지역,핸즈프리,해당없음,해당없음,무,0,0,126.931115,37.387702
"비디오 및 기타 영상기기 제조업,방송장비 제조업",2651926421,소기업,도시지역,"4화면분할기,MULTIPLEXER",해당없음,해당없음,무,0,0,126.941782,37.387221
방송장비 제조업,26421,소기업,도시지역,방송장비 및 통신장비,해당없음,해당없음,무,0,0,126.944074,37.387242
"기타 가공 공작기계 제조업,금속 절삭기계 제조업,금속 성형기계 제조업",2.92E+14,소기업,도시지역,"전자동컷팅기,밴딩기",해당없음,해당없음,무,0,0,126.949938,37.368417
"교통 신호장치 제조업,배전반 및 전기 자동제어반 제조업,철도차량 부품 및 관련 장치물 제조업",2.89E+14,소기업,도시지역,철도신호통신기기,해당없음,해당없음,무,0,0,126.96757,37.401515
"기타 전기 변환장치 제조업,에너지 저장장치 제조업,배전반 및 전기 자동제어반 제조업",2.81E+14,소기업,도시지역,무정전전원장치,해당없음,해당없음,무,0,0,126.970959,37.398183
"경 인쇄업,오프셋 인쇄업,기타 인쇄업",1.81E+14,소기업,도시지역,인쇄업,해당없음,해당없음,무,0,0,126.966831,37.404328
"기기용 자동측정 및 제어장치 제조업,체조, 육상 및 체력단련용 장비 제조업",2721533301,중기업,도시지역,런닝머신 외,해당없음,해당없음,무,0,0,126.899314,37.402476
공기 조화장치 제조업,29172,소기업,도시지역,"공조기, 제빙기 외",해당없음,해당없음,무,0,0,126.936801,37.384095
"일반용 전기 조명장치 제조업,전시 및 광고용 조명장치 제조업",2842228423,소기업,도시지역,"분수등, 지중등, 바(bar) 등",해당없음,해당없음,무,0,0,126.936041,37.389963
"컴퓨터 모니터 제조업,방송장비 제조업",2632226421,소기업,도시지역,LCD모니터,해당없음,해당없음,무,0,0,126.936041,37.389963
"컴퓨터 제조업,컴퓨터 모니터 제조업",2631026322,소기업,도시지역,"포스시스템,터치모니터",해당없음,해당없음,무,0,0,126.9369,37.390673
기체 펌프 및 압축기 제조업,29132,소기업,도시지역,"기계펌프, 압축기",해당없음,해당없음,무,0,0,126.938271,37.38873
절삭가공 및 유사처리업,25924,소기업,도시지역,기계부품(감속기 등),해당없음,해당없음,무,0,0,126.91628,37.408634
"전구 및 램프 제조업,방전램프용 안정기 제조업,배전반 및 전기 자동제어반 제조업,일반용 전기 조명장치 제조업,전시 및 광고용 조명장치 제조업,기타 조명장치 제조업",2.84E+29,소기업,도시지역,조명기구,해당없음,해당없음,무,0,0,126.936476,37.38475
그 외 기타 의료용 기기 제조업,27199,소기업,도시지역,"의료용레이져장비, 부품",해당없음,해당없음,무,0,0,126.936657,37.389527
"그 외 기타 일반목적용 기계 제조업,증류기, 열교환기 및 가스발생기 제조업,전자 응용 절삭기계 제조업",2.92E+14,소기업,도시지역,"JIG, 자동화기계",해당없음,해당없음,무,,,126.909205,37.417489
"그 외 기타 고무제품 제조업,그 외 기타 플라스틱 제품 제조업",2219922299,소기업,도시지역,가스켓,해당없음,해당없음,무,,,126.917522,37.407149
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,"전원장치, 서지보호기 등",해당없음,해당없음,무,,,126.928226,37.383585
"유선 통신장비 제조업,전시 및 광고용 조명장치 제조업",2641028423,소기업,도시지역,전자제품,해당없음,해당없음,무,,,126.939668,37.389013
"근무복, 작업복 및 유사의복 제조업,기타 직물제품 제조업,남자용 겉옷 제조업,여자용 겉옷 제조업",1.42E+19,소기업,도시지역,"방제복,마스크",해당없음,해당없음,무,,,126.937498,37.385092
전구 및 램프 제조업,28410,소기업,도시지역,led전기조명,해당없음,해당없음,무,,,126.936041,37.389963
그 외 기타 의료용 기기 제조업,27199,소기업,도시지역,SPECTRA,해당없음,해당없음,무,,,126.936657,37.389527
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,GM55,해당없음,해당없음,무,,,126.937344,37.38246
"인쇄회로기판용 적층판 제조업,경성 인쇄회로기판 제조업,연성 및 기타 인쇄회로기판 제조업",2.62E+14,소기업,도시지역,인쇄회로기판,해당없음,해당없음,무,,,126.937623,37.379444
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,TAPE,해당없음,해당없음,무,,,126.936041,37.389963
"라디오, 녹음 및 재생 기기 제조업",26521,소기업,도시지역,"HI-RES AUDIO, 네비게이션",해당없음,해당없음,무,,,126.936041,37.389963
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,전력절감장치,해당없음,해당없음,무,,,126.936041,37.389963
액체 여과기 제조업,29175,소기업,도시지역,자외선살균기,해당없음,해당없음,무,,,126.939437,37.387732
주형 및 금형 제조업,29294,소기업,도시지역,사출금형,해당없음,해당없음,무,,2,126.940146,37.387089
육류 포장육 및 냉동육 가공업 (가금류 제외),10122,소기업,도시지역,소 부분육(포장육),해당없음,2종,무,,2,126.886681,37.404394
의료용품 및 기타 의약 관련제품 제조업,21300,소기업,도시지역,"밴드, 반창고, 슈퍼포아, 주사기",해당없음,해당없음,무,,,126.890717,37.418686
"전시 및 광고용 조명장치 제조업,전구 및 램프 제조업,일반용 전기 조명장치 제조업",2.84E+14,소기업,도시지역,"LED센서등,LED통신등,감지센서,센서모듈",해당없음,해당없음,무,,,126.936801,37.384095
"기타 음향기기 제조업,교통 신호장치 제조업",2652928903,소기업,도시지역,"교통신호제어기, 비상유도등, 비상확성기",해당없음,해당없음,무,,,126.92566,37.380615
컴퓨터 제조업,26310,소기업,도시지역,영상저장장치NVR,해당없음,해당없음,무,,,126.9369,37.390673
남자용 겉옷 제조업,14111,소기업,도시지역,정장 및 셔츠,해당없음,해당없음,무,,,126.936041,37.389963
기타 무선 통신장비 제조업,26429,소기업,도시지역,"정보통신기기, 이동통신기기",해당없음,해당없음,무,,,126.939437,37.387732
"그 외 기타 의료용 기기 제조업,체조, 육상 및 체력단련용 장비 제조업",2719933301,소기업,도시지역,헬스용품,해당없음,해당없음,무,,,126.938183,37.383008
"안경 및 안경렌즈 제조업,광학렌즈 및 광학요소 제조업",2719327301,소기업,도시지역,콘택트렌즈,해당없음,해당없음,무,0,0,126.972984,37.391272
"기타 주변기기 제조업,컴퓨터 제조업",2632926310,소기업,도시지역,"서버,허브랙",해당없음,해당없음,무,0,0,126.96757,37.401515
기타 무선 통신장비 제조업,26429,중기업,도시지역,이동통신용중계기,해당없음,해당없음,무,0,0,126.944267,37.385594
그 외 기타 의료용 기기 제조업,27199,소기업,도시지역,의료기기(광선조사기),해당없음,해당없음,무,0,0,126.972984,37.391272
"경 인쇄업,오프셋 인쇄업",1811118113,소기업,도시지역,인쇄물,해당없음,해당없음,무,0,0,126.951026,37.368102
"정형외과용 및 신체보정용 기기 제조업,기타 측정, 시험, 항해, 제어 및 정밀기기 제조업,사진기, 영사기 및 관련 장비 제조업 ,기타 광학기기 제조업",2.72E+19,소기업,도시지역,현미경,해당없음,해당없음,무,0,0,126.963124,37.373336
절삭가공 및 유사처리업,25924,소기업,도시지역,"볼트, 너트 및 특수부품",해당없음,해당없음,무,0,0,126.972984,37.391272
